time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.64869	18.0966	5.36299	3.89665	0.442599	lidar	3.11712	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.50118	17.9473	4.7444	3.91794	0.432165	radar	3.50825	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24571	17.7836	4.954	3.89934	0.370407	lidar	1.16267	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.03876	17.6044	5.34982	3.91316	0.370198	radar	1.67353	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.87456	17.4846	5.17621	3.92222	0.363035	lidar	6.15188	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.71097	17.2724	5.46405	3.96302	0.402308	radar	1.80932	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.53846	17.0731	5.43361	3.98788	0.409683	lidar	0.0263423	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.38853	16.9065	4.77575	4.0019	0.390718	radar	1.53211	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.2398	16.7435	4.73066	4.01882	0.388817	lidar	0.445344	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06462	16.5418	4.73927	4.03085	0.373772	radar	4.26248	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.911	16.3141	4.8334	4.05853	0.382892	lidar	2.36249	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76858	16.1359	4.6952	4.0737	0.375979	radar	0.263232	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5508	15.9744	4.79809	4.04752	0.310832	lidar	1.52056	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.40373	15.7436	5.31202	4.08076	0.344019	radar	1.57111	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.22257	15.5124	5.39756	4.0896	0.32985	lidar	0.486585	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.05809	15.3213	5.12948	4.09086	0.303516	radar	1.01357	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.829751	15.0966	5.32645	4.0709	0.248901	lidar	1.30784	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.698932	14.9175	4.95118	4.08384	0.246202	radar	2.04231	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.634592	14.7147	4.78518	4.13559	0.30515	lidar	0.841138	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.50484	14.4727	5.27519	4.16506	0.330738	radar	1.71221	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.319377	14.2397	5.38299	4.15879	0.295822	lidar	0.412098	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.159948	13.9873	5.7476	4.1732	0.300005	radar	0.636002	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.208475	13.732	5.40114	4.28523	0.445762	lidar	5.07448	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0950711	13.491	5.42766	4.30471	0.442413	radar	0.262566	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0868451	13.2486	5.52555	4.28714	0.382939	lidar	0.901613	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.199534	13.0326	5.05872	4.29551	0.36161	radar	0.945502	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.153654	12.8271	4.78146	4.38388	0.469842	lidar	3.66714	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.262073	12.5989	4.6758	4.38934	0.440522	radar	2.12083	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.390776	12.3732	4.74805	4.38181	0.395961	lidar	0.548522	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.504786	12.1655	4.76619	4.37797	0.361829	radar	3.26442	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.580548	11.9577	4.72447	4.39408	0.360124	lidar	0.352621	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.706213	11.7261	4.83235	4.38304	0.316492	radar	2.84377	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.93567	11.4745	5.06299	4.31526	0.190644	lidar	4.42424	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02169	11.2485	4.75253	4.32537	0.185733	radar	1.49037	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22198	11.0242	4.93212	4.27256	0.0940097	lidar	2.1539	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.32251	10.7748	5.41999	4.29138	0.123409	radar	1.11779	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.46276	10.5064	5.52295	4.28387	0.101839	lidar	0.513873	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.5815	10.2366	5.66904	4.29093	0.105904	radar	0.603511	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.65283	10.0295	5.46685	4.31348	0.134856	lidar	2.50813	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7344	9.80247	5.20843	4.32714	0.142973	radar	0.701437	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78364	9.59513	5.04457	4.3555	0.176786	lidar	1.01544	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.92568	9.33305	5.44538	4.3422	0.147356	radar	1.98009	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-2.00654	9.02652	5.54829	4.36431	0.165561	lidar	3.78314	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.07526	8.81098	5.11002	4.37583	0.165877	radar	1.94798	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.16779	8.56364	5.1406	4.3803	0.159603	lidar	0.0363256	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.31573	8.29854	5.33788	4.3569	0.111302	radar	2.29156	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.33025	8.08146	5.13193	4.40049	0.171256	lidar	1.2739	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36543	7.8828	4.95846	4.42805	0.204072	radar	5.34829	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49611	7.62537	5.10533	4.40685	0.155066	lidar	0.768651	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65786	7.38517	4.90635	4.36209	0.0661193	radar	4.24607	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76903	7.13269	5.00982	4.35257	0.0448786	lidar	0.353383	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82371	6.90311	5.23381	4.38036	0.0946716	radar	1.81862	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8344	6.71535	4.92902	4.42086	0.153261	lidar	2.0819	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.85285	6.51548	4.45804	4.44845	0.177688	radar	2.21972	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.91427	6.28594	4.50531	4.45616	0.174445	lidar	0.18115	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.0607	6.02151	4.93217	4.42035	0.108328	radar	4.66236	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16816	5.72564	5.15661	4.40834	0.0769009	lidar	2.22461	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2772	5.47569	4.90233	4.38432	0.0196835	radar	1.85215	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39275	5.20479	5.09563	4.36775	-0.00973142	lidar	0.740099	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46091	4.95691	5.27558	4.38497	0.0264301	radar	0.335264	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.6105	4.64493	5.63092	4.35671	-0.0219304	lidar	1.56737	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.71621	4.38911	5.37468	4.33932	-0.0649314	radar	1.62179	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.87898	4.09255	5.70949	4.30959	-0.105416	lidar	1.21462	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.93563	3.86744	5.64626	4.34282	-0.0206847	radar	2.10766	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98083	3.66804	5.23901	4.36024	0.00723303	lidar	1.25055	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.04377	3.50938	4.70493	4.35794	-0.00413229	radar	3.43724	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.1398	3.26371	4.84303	4.35418	-0.0106544	lidar	0.148821	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26775	2.99002	5.05361	4.33259	-0.0570272	radar	0.896565	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37543	2.69048	5.35886	4.33042	-0.0598395	lidar	1.36582	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45566	2.44616	5.32532	4.3433	-0.0226834	radar	0.290549	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57323	2.15589	5.5695	4.34001	-0.0245351	lidar	0.406445	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67553	1.93868	5.38914	4.31002	-0.108202	radar	3.86411	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.80795	1.6292	5.74053	4.30638	-0.100729	lidar	0.892888	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92553	1.38064	5.7023	4.29462	-0.11623	radar	0.160052	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9711	1.19427	5.21717	4.29343	-0.126332	lidar	5.7185	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05589	1.01947	4.84274	4.28345	-0.13227	radar	0.822329	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10651	0.81643	4.66971	4.28685	-0.127039	lidar	3.38476	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21652	0.45832	5.42934	4.30813	-0.0806104	radar	6.25149	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.2897	0.227655	5.29181	4.30902	-0.0796154	lidar	1.54546	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.44051	-0.0961799	5.85951	4.36917	0.195232	radar	6.62899	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.50585	-0.335386	3.85641	4.39116	0.230834	lidar	3.01781	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.66644	-0.518989	4.72263	4.30314	-0.0497949	radar	7.14504	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.78802	-0.605293	3.87778	4.2165	-0.272794	lidar	2.33653	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.92714	-0.875105	4.94801	4.19389	-0.301268	radar	7.45601	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-6.00771	-1.17333	5.21966	4.2508	-0.145629	lidar	1.74112	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.08542	-1.47225	5.4131	4.30101	-0.0302872	radar	2.73875	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.22398	-1.62585	5.09763	4.23513	-0.154201	lidar	1.26466	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.36452	-1.86945	5.65703	4.20838	-0.199569	radar	2.23826	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.46701	-2.13841	5.69027	4.22318	-0.161335	lidar	0.905069	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.62531	-2.30358	5.17702	4.17519	-0.220193	radar	3.15596	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.77163	-2.49206	5.09326	4.14482	-0.251103	lidar	0.196248	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.9304	-2.69264	5.1555	4.1174	-0.273927	radar	0.671888	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-7.00411	-2.99553	5.29552	4.16693	-0.180742	lidar	3.40949	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.13342	-3.21256	5.11372	4.16032	-0.174709	radar	0.114004	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.25023	-3.38511	4.97564	4.14056	-0.1958	lidar	1.72674	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.39536	-3.647	5.18694	4.14677	-0.16893	radar	4.30191	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.55403	-3.74681	4.92128	4.0854	-0.254033	lidar	4.38532	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.69878	-3.95453	5.12282	4.07438	-0.254014	radar	0.557157	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.8474	-4.20099	5.2133	4.07992	-0.224194	lidar	0.639019	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.99829	-4.42159	5.16057	4.07561	-0.211927	radar	0.419813	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.15428	-4.67626	5.27458	4.08359	-0.18063	lidar	1.1502	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.29727	-4.87061	4.84192	4.0766	-0.173033	radar	0.995869	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.41418	-5.08661	4.85386	4.08721	-0.143967	lidar	0.404748	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.56767	-5.23399	4.725	4.05606	-0.182033	radar	2.43326	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74927	-5.43397	4.81048	4.03811	-0.192837	lidar	1.85294	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.9116	-5.62942	4.93891	4.02649	-0.195973	radar	0.289352	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06182	-5.81714	4.92419	4.01826	-0.193998	lidar	0.0533622	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20434	-5.9564	4.67877	3.99493	-0.215901	radar	4.72086	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3745	-6.0382	4.51038	3.93755	-0.288712	lidar	3.08368	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.556	-6.22103	4.79333	3.92321	-0.288158	radar	1.3715	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68728	-6.45145	4.84512	3.95245	-0.222778	lidar	1.10102	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91832	-6.60782	5.13449	3.90646	-0.274949	radar	6.26521	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1282	-6.7884	5.18479	3.8853	-0.28485	lidar	0.618124	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3154	-6.94409	5.11253	3.86455	-0.294999	radar	0.677705	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5517	-7.14449	5.25137	3.84814	-0.294938	lidar	3.54841	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7618	-7.27577	5.12934	3.81291	-0.325561	radar	1.64359	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0131	-7.4513	5.25459	3.78681	-0.337797	lidar	3.12044	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2007	-7.5842	4.96661	3.76734	-0.342266	radar	1.28791	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3307	-7.74361	4.84699	3.78242	-0.296979	lidar	3.40493	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5265	-7.86448	4.87715	3.7569	-0.313217	radar	1.61995	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6954	-7.96429	4.75663	3.73345	-0.326017	lidar	2.64527	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8872	-8.07548	4.55357	3.70956	-0.337429	radar	0.380029	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0929	-8.16013	4.53209	3.67105	-0.369041	lidar	0.342409	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3298	-8.28167	5.1591	3.64593	-0.377342	radar	1.70111	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5379	-8.37029	5.07764	3.61637	-0.393663	lidar	1.38398	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7415	-8.45327	4.62708	3.58619	-0.410778	radar	1.10674	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0252	-8.54636	4.79411	3.54095	-0.445579	lidar	4.44744	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2875	-8.63651	5.09649	3.50817	-0.45945	radar	2.34259	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5064	-8.68965	5.01889	3.47264	-0.478176	lidar	1.52354	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.716	-8.73019	4.56693	3.43261	-0.504665	radar	2.36497	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9286	-8.85348	4.59316	3.44115	-0.455803	lidar	1.42114	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1982	-8.92784	5.21875	3.41593	-0.456049	radar	1.78227	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4231	-9.06374	5.19532	3.43603	-0.394132	lidar	1.05435	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6493	-9.13638	4.8702	3.41897	-0.392343	radar	0.504183	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9447	-9.12587	4.98406	3.34597	-0.469446	lidar	1.49956	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.211	-9.19585	5.03916	3.32982	-0.459273	radar	4.45542	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4734	-9.33221	5.1116	3.35312	-0.393295	lidar	5.24717	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7077	-9.37318	4.70502	3.3272	-0.405835	radar	1.05952	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9543	-9.46266	4.76183	3.33005	-0.373277	lidar	1.97667	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2019	-9.47934	4.74206	3.29451	-0.398333	radar	1.83028	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.448	-9.4637	4.7596	3.24596	-0.439325	lidar	0.605047	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6515	-9.47762	4.67562	3.22525	-0.436593	radar	4.70085	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9455	-9.44691	4.83683	3.16749	-0.4893	lidar	1.75514	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2009	-9.5063	5.09112	3.17655	-0.437722	radar	7.64349	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4692	-9.52477	5.12966	3.15977	-0.430929	lidar	0.44388	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.726	-9.51811	4.89206	3.12947	-0.447832	radar	1.5819	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9803	-9.4784	4.92945	3.08759	-0.475936	lidar	0.217568	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2189	-9.45015	4.79379	3.05575	-0.489658	radar	0.30227	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3939	-9.51512	4.58224	3.0861	-0.409296	lidar	1.71866	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6286	-9.50354	4.90891	3.07237	-0.394702	radar	1.661	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.888	-9.48669	4.95004	3.05314	-0.394629	lidar	0.283206	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1154	-9.44644	4.97751	3.0273	-0.401104	radar	3.72649	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3809	-9.30064	5.09325	2.94329	-0.493122	lidar	3.07097	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.612	-9.22768	4.81555	2.90278	-0.521935	radar	0.896114	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8729	-9.08456	4.96985	2.83102	-0.588333	lidar	1.08537	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1202	-8.96474	5.13775	2.78217	-0.614213	radar	4.7319	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2347	-9.18597	4.39453	2.91821	-0.369575	lidar	13.9107	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4734	-9.14967	4.69086	2.91226	-0.348587	radar	1.64471	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7098	-9.02772	4.77548	2.85948	-0.399731	lidar	0.983199	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9551	-8.94762	4.72904	2.83143	-0.415469	radar	2.66664	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1464	-8.87987	4.63366	2.81396	-0.40864	lidar	0.924579	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3799	-8.80031	4.59948	2.79087	-0.415863	radar	1.99462	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5593	-8.78882	4.41754	2.80676	-0.36083	lidar	0.795787	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7387	-8.68158	4.03024	2.76171	-0.407151	radar	4.74462	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9391	-8.58577	4.09338	2.73191	-0.42176	lidar	0.120761	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1514	-8.47834	4.55191	2.70874	-0.416211	radar	2.4157	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4061	-8.34779	4.73176	2.67381	-0.439905	lidar	1.79339	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5908	-8.24576	4.48782	2.648	-0.449943	radar	0.742316	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8726	-7.92434	5.08709	2.51926	-0.607827	lidar	6.20612	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0628	-7.7791	4.70086	2.47527	-0.644694	radar	2.74564	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2982	-7.57822	4.95994	2.42428	-0.675421	lidar	1.90118	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5105	-7.40449	5.43992	2.41007	-0.627337	radar	1.71981	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6607	-7.30194	5.10568	2.40798	-0.582152	lidar	1.26511	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8618	-7.11123	5.27519	2.37803	-0.579753	radar	0.683751	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9946	-7.09641	4.69838	2.41084	-0.485598	lidar	2.74468	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1641	-6.91295	4.6686	2.37266	-0.51007	radar	1.87435	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3428	-6.60832	5.05247	2.29191	-0.59325	lidar	2.67742	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5097	-6.43633	4.85799	2.26389	-0.601822	radar	3.41219	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5758	-6.36927	4.31592	2.26252	-0.550133	lidar	4.98549	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7154	-6.19142	4.46971	2.23756	-0.540016	radar	0.401617	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
